,workidmain,actualtimemain,warehouse,targetlicenseplateid,multiplesku,createddateandtimemain,closedworkmain,workinprocessmain,workstatusmain,companymain,workordertypemain,useridmain,actualtime,containerid,dimensionnumber,inventoryquantityremaining,inventoryworkquantity,lotid,itemnumber,configid,linenumber,loadid,locatedlicenseplateid,ordernumber,remainingquantity,workquantity,shipmentid,skipped,sortcode,unit,userid,location,workclassid,workid,createddateandtime,closedwork,workinprocess,workstatus,stoptransaction,worktype,zoneid,extrainventoryquantity,weightcaptured,company,modified,modifiedon,worktemplate,workordertype,dateadded,total_cases,CLOSEDWORK_seconds,WORKINPROCESS_seconds,increase_percentage_quantity
200,WOR2153684,2317,RETAIL,6316561019454410,0,2022-05-04 19:00:53,2022-05-05 11:49:13,2022-05-05 11:06:37,4,301,2,D365.Batch,82,0.0,#0000000150A4CE9E,0,1,LO06654219,N000005126,Base,4,LD0128873,0.0,SON0133043,0,1,SID0130082,0,0,Each,Carolyn,F8401C4,SALES,WOR2153684,2022-05-04 19:00:53,2022-05-05 11:12:42,2022-05-05 11:11:20,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-05-05 11:12:42,Retail Picking,2,2023-02-02 14:08:07.500,1.0,10506632.0,10506550.0,-404.4277096374774
306,WOR2350338,235,RETAIL,6316561020215530,0,2022-08-30 16:00:13,2022-08-31 11:04:26,2022-08-31 11:00:31,4,301,2,D365.Batch,52,0.0,#000000015139423E,0,1,LO08280708,N000005776,V1,1,LD0144673,0.0,SON0152970,0,1,SID0146470,0,0,Each,gregn,F8501B4,SALES,WOR2350338,2022-08-30 16:00:14,2022-08-31 11:01:23,2022-08-31 11:00:31,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-08-31 11:01:23,Retail Picking,2,2023-02-02 14:08:07.500,1.0,20701153.0,20701101.0,-954.0306667015088
564,WOR2006739,779,RETAIL,6316561018906920,0,2022-02-17 17:00:47,2022-02-18 15:08:43,2022-02-18 14:00:41,4,301,2,D365.Batch,106,0.0,#0000000150A72CD4,0,75,LO05480648,N000008252,Base,7,LD0118646,0.0,SON0122121,0,75,SID0119523,0,0,Each,carolyn,F8001D4,SALES,WOR2006739,2022-02-17 17:00:47,2022-02-18 14:10:26,2022-02-18 14:08:40,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-02-18 14:10:26,Retail Picking,2,2023-02-02 14:08:07.500,75.0,3950896.0,3950790.0,388.83850665616353
108,WOR2466301,82,RETAIL,6316561020642800,0,2022-11-07 18:00:38,2022-11-07 19:09:24,2022-11-07 19:08:02,4,301,2,D365.Batch,0,0.0,#000000015149070F,0,1,LO09163535,N000012990,Base,2,LD0152233,0.0,SON0162963,0,1,SID0154177,0,0,Each,Carolyn,0,SALES,WOR2466301,2022-11-07 18:00:38,2022-11-07 19:09:17,2022-11-07 19:09:17,4,0,8,0,0,0,301,warehouseapp.d365,2022-11-07 19:09:17,Retail Picking,2,2023-02-02 14:08:07.500,1.0,26605627.0,26605627.0,-2951.7993513942647
321,WOR2020629,1109,RETAIL,6316561018976580,0,2022-02-25 14:00:50,2022-02-25 21:18:50,2022-02-25 21:00:21,4,301,2,D365.Batch,49,0.0,#0000000150FD40BB,0,1,LO05601479,N000009676,Base,14,LD0119814,0.0,SON0123220,0,1,SID0120657,0,0,Each,meliha,F8301C3,SALES,WOR2020629,2022-02-25 14:00:51,2022-02-25 21:11:58,2022-02-25 21:11:09,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-02-25 21:11:58,Retail Picking,2,2023-02-02 14:08:07.500,1.0,4580988.0,4580939.0,4528.281838369196
325,WOR2115123,868,RETAIL,WOR2115123,0,2022-04-14 15:00:44,2022-04-18 11:26:03,2022-04-18 11:08:03,4,301,2,D365.Batch,61,0.0,#0000000150FD40BB,0,1,LO06304454,N000009676,Base,13,LD0126332,0.0,SON0129915,0,1,SID0127467,0,0,Each,Carolyn,X4401C4,SALES,WOR2115123,2022-04-14 15:00:44,2022-04-18 11:17:07,2022-04-18 11:16:06,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-04-18 11:17:07,Retail Picking,2,2023-02-02 14:08:07.500,1.0,9038097.0,9038036.0,217.01724769519987
574,WOR2444003,1463,RETAIL,6316561020562540,0,2022-10-25 14:30:40,2022-10-25 16:12:22,2022-10-25 15:47:58,4,301,2,D365.Batch,81,0.0,#00000001514FBDC6,0,1,LO08974521,N000005771,Base,2,LD0151300,0.0,SON0161315,0,1,SID0153236,0,0,Each,yahaira,X4401D8,SALES,WOR2444003,2022-10-25 14:30:40,2022-10-25 15:49:58,2022-10-25 15:48:37,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-25 15:49:58,Retail Picking,2,2023-02-02 14:08:07.500,1.0,25470468.0,25470387.0,-108.10956390323467
104,WOR2407740,421,RETAIL,6316561020462120,0,2022-10-04 17:00:14,2022-10-05 12:21:11,2022-10-05 12:14:10,4,301,2,D365.Batch,129,0.0,#00000001514C1759,0,1,LO08754404,N000010695,V1,3,LD0149093,0.0,SON0158247,0,1,SID0150911,0,0,Each,yahaira,X4401A6,SALES,WOR2407740,2022-10-04 17:00:14,2022-10-05 12:19:04,2022-10-05 12:16:55,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-05 12:19:04,Retail Picking,2,2023-02-02 14:08:07.500,1.0,23729814.0,23729685.0,752.0583201739947
28,WOR2407149,232,RETAIL,6316561020465310,0,2022-10-04 14:30:35,2022-10-05 15:14:53,2022-10-05 15:11:01,4,301,2,D365.Batch,40,0.0,#00000001514C1759,0,1,LO08752079,N000010695,V1,4,LD0149066,0.0,SON0158227,0,1,SID0150897,0,0,Each,yahaira,X4401A6,SALES,WOR2407149,2022-10-04 14:30:35,2022-10-05 15:14:27,2022-10-05 15:13:47,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-05 15:14:27,Retail Picking,2,2023-02-02 14:08:07.500,1.0,23740337.0,23740297.0,-1429.8526959235342
486,WOR2413703,334,RETAIL,6316561020483750,0,2022-10-06 15:00:40,2022-10-07 19:41:39,2022-10-07 19:36:05,4,301,2,D365.Batch,111,0.0,#00000001514C1ABD,0,1,LO08782937,N000010989,V1,3,LD0149517,0.0,SON0158711,0,1,SID0151369,0,0,Each,rschwarz,X4401A6,SALES,WOR2413703,2022-10-06 15:00:40,2022-10-07 19:40:28,2022-10-07 19:38:37,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-07 19:40:28,Retail Picking,2,2023-02-02 14:08:07.500,1.0,23929098.0,23928987.0,-35.08857891198123
4,WOR2215999,54,RETAIL,6316561019691740,0,2022-06-09 14:30:35,2022-06-09 20:19:23,2022-06-09 20:18:29,4,301,2,D365.Batch,19,0.0,#00000001512576C8,0,1,LO07197569,N000010692,Base,1,LD0133044,0.0,SON0137703,0,1,SID0134545,0,0,Each,meliha,X4401C8,SALES,WOR2215999,2022-06-09 14:30:35,2022-06-09 20:18:48,2022-06-09 20:18:29,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-06-09 20:18:48,Retail Picking,2,2023-02-02 14:08:07.500,1.0,13563398.0,13563379.0,-443.65428612108957
209,WOR1990457,3556,RETAIL,6316561018833880,0,2022-02-09 17:31:07,2022-02-09 19:07:19,2022-02-09 18:02:24,4,301,2,D365.Batch,86,0.0,#0000000150FBFA17,0,1,LO05353646,N000005636,Base,1,LD0117303,0.0,SON0120794,0,1,SID0118097,0,0,Each,Carolyn,F8301D1,SALES,WOR1990457,2022-02-09 17:31:07,2022-02-09 18:06:25,2022-02-09 18:04:59,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-02-09 18:06:25,Retail Picking,2,2023-02-02 14:08:07.500,1.0,3187455.0,3187369.0,-856.9652192286236
6,WOR2244325,361,RETAIL,6316561019789700,0,2022-06-24 16:00:48,2022-06-24 18:16:06,2022-06-24 18:09:58,4,301,2,D365.Batch,108,0.0,#00000001512576C8,0,1,LO07422084,N000010692,Base,2,LD0135003,0.0,SON0140353,0,1,SID0136559,0,0,Each,Carolyn,X4401B8,SALES,WOR2244325,2022-06-24 16:00:49,2022-06-24 18:12:51,2022-06-24 18:11:03,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-06-24 18:12:51,Retail Picking,2,2023-02-02 14:08:07.500,1.0,14851841.0,14851733.0,-298.1048987437282
129,WOR2504359,148,RETAIL,6316561020776520,0,2022-12-01 18:30:23,2022-12-02 13:28:05,2022-12-02 13:25:17,4,301,2,D365.Batch,27,0.0,#000000015149070F,0,1,LO09467709,N000012990,Base,2,LD0153829,0.0,SON0165781,0,1,SID0156029,0,0,Each,Carolyn,X4401D6,SALES,WOR2504359,2022-12-01 18:30:23,2022-12-02 13:26:04,2022-12-02 13:25:37,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-12-02 13:26:04,Retail Picking,2,2023-02-02 14:08:07.500,1.0,28745034.0,28745007.0,-2458.728975412965
346,WOR2162538,51,RETAIL,6316561019481510,0,2022-05-09 13:00:35,2022-05-10 12:00:47,2022-05-10 11:59:55,4,301,2,D365.Batch,0,0.0,#0000000151219A6A,0,1,LO06713728,N000004922,Base,2,LD0129198,0.0,SON0133510,0,1,SID0130509,0,0,Each,gregn,0,SALES,WOR2162538,2022-05-09 13:00:35,2022-05-10 12:00:36,2022-05-10 12:00:36,4,0,8,0,0,0,301,warehouseapp.d365,2022-05-10 12:00:36,Retail Picking,2,2023-02-02 14:08:07.500,1.0,10941506.0,10941506.0,-1858.6815432587127
490,WOR2413707,257,RETAIL,6316561020481680,0,2022-10-06 15:00:44,2022-10-07 16:52:33,2022-10-07 16:48:16,4,301,2,D365.Batch,59,0.0,#00000001514C1ABD,0,1,LO08783371,N000010989,V1,3,LD0149521,0.0,SON0158728,0,1,SID0151406,0,0,Each,rschwarz,X4401A6,SALES,WOR2413707,2022-10-06 15:00:44,2022-10-07 16:51:31,2022-10-07 16:50:32,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-07 16:51:31,Retail Picking,2,2023-02-02 14:08:07.500,1.0,23918961.0,23918902.0,-4850.47361000455
436,WOR2406317,216,RETAIL,6316561020458000,0,2022-10-04 13:00:19,2022-10-04 16:11:38,2022-10-04 16:07:34,4,301,2,D365.Batch,103,0.0,#00000001514BDA6C,0,1,LO08750617,N000001144,V8,1,LD0149043,0.0,SON0158176,0,1,SID0150850,0,0,Each,yahaira,X4401A6,SALES,WOR2406317,2022-10-04 13:00:19,2022-10-04 16:09:17,2022-10-04 16:07:34,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-04 16:09:17,Retail Picking,2,2023-02-02 14:08:07.500,1.0,23657227.0,23657124.0,1465.9504245168555
429,WOR2087376,62,RETAIL,6316561019240240,0,2022-03-31 15:00:15,2022-03-31 18:29:55,2022-03-31 18:28:53,4,301,2,D365.Batch,43,0.0,#0000000150DEB9D5,0,1,LO06162682,N000000157,V11,3,LD0124506,0.0,SON0128490,0,1,SID0125588,0,0,Each,meliha,PACK1,SALES,WOR2087376,2022-03-31 15:00:15,2022-03-31 18:29:55,2022-03-31 18:29:12,4,0,2,0,0,0,301,warehouseapp.d365,2022-03-31 18:29:55,Retail Picking,2,2023-02-02 14:08:07.500,1.0,7508865.0,7508822.0,-284.6693749363108
187,WOR2185981,311,RETAIL,6316561019556590,0,2022-05-18 20:30:29,2022-05-19 13:32:44,2022-05-19 13:26:15,4,301,2,D365.Batch,110,0.0,#00000001512576E2,0,1,LO06870592,N000010991,Base,6,LD0130483,0.0,SON0134715,0,1,SID0131842,0,0,Each,Carolyn,F8501D2,SALES,WOR2185981,2022-05-18 20:30:29,2022-05-19 13:29:14,2022-05-19 13:27:24,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-05-19 13:29:14,Retail Picking,2,2023-02-02 14:08:07.500,1.0,11724424.0,11724314.0,-1148.0976848053858
152,WOR2517192,994,RETAIL,6316561020797420,0,2022-12-06 17:30:30,2022-12-06 19:43:08,2022-12-06 19:24:19,4,301,2,D365.Batch,58,0.0,#000000015149070F,0,1,LO09489542,N000012990,Base,11,LD0154252,0.0,SON0165908,0,1,SID0156433,0,0,Each,Carolyn,X4401D6,SALES,WOR2517192,2022-12-06 17:30:30,2022-12-06 19:39:37,2022-12-06 19:38:39,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-12-06 19:39:37,Retail Picking,2,2023-02-02 14:08:07.500,1.0,29113047.0,29112989.0,-622.0545404182724
266,WOR2376830,274,RETAIL,6316561020312580,0,2022-09-14 15:30:12,2022-09-15 14:44:10,2022-09-15 14:39:36,4,301,2,D365.Batch,49,0.0,#00000001512576E2,0,1,LO08444489,N000010991,Base,6,LD0146615,0.0,SON0154990,0,1,SID0148398,0,0,Each,rschwarz,F8501D4,SALES,WOR2376830,2022-09-14 15:30:12,2022-09-15 14:44:00,2022-09-15 14:43:11,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-09-15 14:44:00,Retail Picking,2,2023-02-02 14:08:07.500,1.0,22010510.0,22010461.0,-102.08471242871005
89,WOR2400955,230,RETAIL,6316561020453830,0,2022-09-29 17:00:37,2022-10-03 18:01:03,2022-10-03 17:53:16,4,301,2,D365.Batch,93,0.0,#00000001514C1759,0,1,LO08703907,N000010695,V1,1,LD0148706,0.0,SON0157899,0,1,SID0150534,0,0,Each,phaskell,X4401A6,SALES,WOR2400955,2022-09-29 17:00:38,2022-10-03 18:00:56,2022-10-03 17:59:23,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-03 18:00:56,Retail Picking,2,2023-02-02 14:08:07.500,1.0,23577526.0,23577433.0,-1686.4157078914807
493,WOR2407463,275,RETAIL,6316561020465740,0,2022-10-04 16:00:32,2022-10-05 15:45:21,2022-10-05 15:40:46,4,301,2,D365.Batch,61,0.0,#00000001514C1ABD,0,1,LO08753786,N000010989,V1,4,LD0149073,0.0,SON0158237,0,1,SID0150902,0,0,Each,yahaira,X4401A6,SALES,WOR2407463,2022-10-04 16:00:32,2022-10-05 15:44:46,2022-10-05 15:43:45,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-05 15:44:46,Retail Picking,2,2023-02-02 14:08:07.500,1.0,23742156.0,23742095.0,687.1617956272988
182,WOR2335144,369,RETAIL,6316561020124290,0,2022-08-17 15:30:36,2022-08-18 18:32:47,2022-08-18 17:54:00,4,301,2,D365.Batch,106,0.0,#00000001512576E2,0,1,LO08078017,N000010991,Base,7,LD0142423,0.0,SON0150925,0,1,SID0144230,0,0,Each,meliha,F8501C2,SALES,WOR2335144,2022-08-17 15:30:36,2022-08-18 17:58:03,2022-08-18 17:56:17,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-08-18 17:58:03,Retail Picking,2,2023-02-02 14:08:07.500,1.0,19602953.0,19602847.0,560.2265137331212
170,WOR2214852,1077,RETAIL,6316561019685810,0,2022-06-08 18:30:45,2022-06-09 11:58:07,2022-06-09 11:40:09,4,301,2,D365.Batch,54,0.0,#00000001512576E2,0,1,LO07176837,N000010991,Base,20,LD0132974,0.0,SON0137438,0,1,SID0134448,0,0,Each,meliha,F8701B2,SALES,WOR2214852,2022-06-08 18:30:45,2022-06-09 11:57:51,2022-06-09 11:56:57,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-06-09 11:57:51,Retail Picking,2,2023-02-02 14:08:07.500,1.0,13533341.0,13533287.0,-4272.586854773801
550,WOR1931983,547,RETAIL,6316561018593880,0,2022-01-06 19:32:24,2022-01-07 16:39:21,2022-01-07 16:29:54,4,301,2,D365.Batch,77,0.0,#0000000150ACC9BA,0,2,LO04806186,N000009154,Base,5,LD0112191,0.0,SON0115365,0,2,SID0112862,0,0,Each,rschwarz,F8401C4,SALES,WOR1931983,2022-01-06 19:32:24,2022-01-07 16:34:01,2022-01-07 16:32:44,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-01-07 16:34:01,Retail Picking,2,2023-02-02 14:08:07.500,2.0,330711.0,330634.0,585.7562262381011
52,WOR2411758,104,RETAIL,6316561020471070,0,2022-10-05 18:30:35,2022-10-06 13:22:07,2022-10-06 13:20:23,4,301,2,D365.Batch,32,0.0,#00000001514C1759,0,1,LO08769511,N000010695,V1,3,LD0149308,0.0,SON0158483,0,1,SID0151130,0,0,Each,yahaira,X4401A6,SALES,WOR2411758,2022-10-05 18:30:35,2022-10-06 13:21:38,2022-10-06 13:21:06,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-06 13:21:38,Retail Picking,2,2023-02-02 14:08:07.500,1.0,23819968.0,23819936.0,14158.665256208122
326,WOR2036686,1024,RETAIL,6316561019031390,0,2022-03-04 21:01:11,2022-03-07 13:28:51,2022-03-07 13:09:20,4,301,2,D365.Batch,78,0.0,#0000000150FD40BB,0,1,LO05737873,N000009676,Base,7,LD0121003,0.0,SON0124706,0,1,SID0121866,0,0,Each,Carolyn,X4401C4,SALES,WOR2036686,2022-03-04 21:01:12,2022-03-07 13:22:41,2022-03-07 13:21:23,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-03-07 13:22:41,Retail Picking,2,2023-02-02 14:08:07.500,1.0,5416831.0,5416753.0,-1827.417773733131
267,WOR2163574,499,RETAIL,6316561019481600,0,2022-05-09 17:00:34,2022-05-10 12:19:37,2022-05-10 12:11:17,4,301,2,D365.Batch,58,0.0,#00000001510641DE,0,2,LO06715580,N000006797,V1,2,LD0129291,0.0,SON0133513,0,2,SID0130549,0,0,Each,gregn,F8401C4,SALES,WOR2163574,2022-05-09 17:00:34,2022-05-10 12:17:45,2022-05-10 12:16:47,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-05-10 12:17:45,Retail Picking,2,2023-02-02 14:08:07.500,2.0,10942535.0,10942477.0,440.02658125888337
154,WOR2412406,118,RETAIL,6316561020488160,0,2022-10-06 05:00:31,2022-10-10 15:46:16,2022-10-10 15:44:18,4,301,2,D365.Batch,25,0.0,#00000001514C18D4,0,1,LO08778825,N000013234,Base,4,LD0149338,0.0,SON0158572,0,1,SID0151212,0,0,Each,yahaira,X4401A6,SALES,WOR2412406,2022-10-06 05:00:31,2022-10-10 15:45:56,2022-10-10 15:45:31,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-10 15:45:56,Retail Picking,2,2023-02-02 14:08:07.500,1.0,24174226.0,24174201.0,11907.967960644171
136,WOR2411762,226,RETAIL,6316561020470600,0,2022-10-05 18:30:36,2022-10-06 12:45:34,2022-10-06 12:41:28,4,301,2,D365.Batch,83,0.0,#00000001514C18D4,0,1,LO08769846,N000013234,Base,4,LD0149312,0.0,SON0158487,0,1,SID0151134,0,0,Each,yahaira,X4401A6,SALES,WOR2411762,2022-10-05 18:30:36,2022-10-06 12:44:16,2022-10-06 12:42:53,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-06 12:44:16,Retail Picking,2,2023-02-02 14:08:07.500,1.0,23817726.0,23817643.0,-169.21782666644697
26,WOR2211284,27,RETAIL,6316561019679610,0,2022-06-07 12:30:15,2022-06-08 14:47:38,2022-06-08 14:47:11,4,301,2,D365.Batch,15,0.0,#00000001512576C8,0,1,LO07148851,N000010692,Base,1,LD0132818,0.0,SON0137035,0,1,SID0134218,0,0,Each,meliha,X4401D1,SALES,WOR2211284,2022-06-07 12:30:15,2022-06-08 14:47:26,2022-06-08 14:47:11,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-06-08 14:47:26,Retail Picking,2,2023-02-02 14:08:07.500,1.0,13457116.0,13457101.0,-513.7680889580645
381,WOR2412394,1776,RETAIL,6316561020486480,0,2022-10-06 02:30:18,2022-10-10 14:41:54,2022-10-10 14:12:18,4,301,2,D365.Batch,29,0.0,#00000001514BDA6C,0,1,LO08778741,N000001144,V8,1,LD0149377,0.0,SON0158545,0,1,SID0151190,0,0,Each,yahaira,X4401A6,SALES,WOR2412394,2022-10-06 02:30:18,2022-10-10 14:12:47,2022-10-10 14:12:18,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-10 14:12:47,Retail Picking,2,2023-02-02 14:08:07.500,1.0,24168637.0,24168608.0,76.71414309017285
113,WOR2440570,405,RETAIL,6316561020546030,0,2022-10-21 16:30:34,2022-10-21 18:15:58,2022-10-21 18:09:13,4,301,2,D365.Batch,191,0.0,#000000015149070F,0,1,LO08942729,N000012990,Base,4,LD0150917,0.0,SON0160954,0,1,SID0152886,0,0,Each,rschwarz,F8001A1,SALES,WOR2440570,2022-10-21 16:30:34,2022-10-21 18:14:40,2022-10-21 18:11:29,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-21 18:14:40,Retail Picking,2,2023-02-02 14:08:07.500,1.0,25133550.0,25133359.0,-480.3426578804601
193,WOR2401146,171,RETAIL,6316561020453120,0,2022-09-29 16:30:32,2022-10-03 16:55:55,2022-10-03 16:53:04,4,301,2,D365.Batch,37,0.0,#00000001514C18D4,0,1,LO08703184,N000013234,Base,3,LD0148719,0.0,SON0157887,0,1,SID0150521,0,0,Each,phaskell,X4401A6,SALES,WOR2401146,2022-09-29 16:30:32,2022-10-03 16:55:36,2022-10-03 16:54:59,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-03 16:55:36,Retail Picking,2,2023-02-02 14:08:07.500,1.0,23573606.0,23573569.0,-14070.061171397001
425,WOR1973807,287,RETAIL,6316561018771290,0,2022-01-31 21:00:37,2022-02-01 11:41:59,2022-02-01 11:33:56,4,301,2,D365.Batch,32,0.0,#0000000150DEB9D5,0,1,LO05218697,N000000157,V11,2,LD0115792,0.0,SON0119148,0,1,SID0116641,0,0,Each,Carolyn,F8201D1,SALES,WOR1973807,2022-01-31 21:00:38,2022-02-01 11:41:11,2022-02-01 11:40:39,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-02-01 11:41:11,Retail Picking,2,2023-02-02 14:08:07.500,1.0,2473141.0,2473109.0,-121.55222589927182
248,WOR2223503,55,RETAIL,6316561019712330,0,2022-06-13 20:00:42,2022-06-14 16:17:16,2022-06-14 16:16:21,4,301,2,D365.Batch,13,0.0,#000000015110DA45,0,1,LO07258063,N000004999,V2,3,LD0133563,0.0,SON0138316,0,1,SID0135028,0,0,Each,meliha,PACK1,SALES,WOR2223503,2022-06-13 20:00:42,2022-06-14 16:17:16,2022-06-14 16:17:03,4,0,2,0,0,0,301,warehouseapp.d365,2022-06-14 16:17:16,Retail Picking,2,2023-02-02 14:08:07.500,1.0,13980906.0,13980893.0,-700.8863890376253
393,WOR1938822,83,RETAIL,6316561018607960,0,2022-01-10 19:31:10,2022-01-11 11:20:59,2022-01-11 11:19:36,4,301,2,D365.Batch,72,0.0,#0000000150DEB9D5,0,1,LO04864134,N000000157,V11,1,LD0112623,0.0,SON0115815,0,1,SID0113167,0,0,Each,gregn,F8201D1,SALES,WOR1938822,2022-01-10 19:31:10,2022-01-11 11:20:48,2022-01-11 11:19:36,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-01-11 11:20:48,Retail Picking,2,2023-02-02 14:08:07.500,1.0,657518.0,657446.0,-169.20372877847458
